tweet,subjectivity,polarity,score
   Said the lamestream Media ? Or factcheckers ? Must be true 🤔🤔🤔,0.65,0.35,Positive
 Mga Panuway ni’ng lamestream media. TAK-OM ang show sa panahon nga nag-handshake sa mga victims sa typhoon Ulysses ang bruha nga si FVP Leni. Hoy mga panuway!,0,0,Neutral
"    Lamestream media only feeds the sheep their DemocRAT partisan side of the story.  The poor little lambs, playfully being lead to their own slaughter.",0.775,0.003125,Positive
" Funny how lamestream media never  discusses the easily accessible and affordable treatments and keep pushing this bullshit PCR test - which can't tell a live or dead virus - to keep scaring people.

The mainstream media are enemies of the people. ",0.56875,0.140340909,Positive
"Do you really think that  ,  or any of those hacks on  vet the information they report on, no they don't. Sean Hannity is the host and his behind the scenes team works on verifying the story just like the lamestream media, but you already know this",0.45,-0.1,Negative
"  President Trump has fought alone with Big Tech and Big lamestream media.👏🏻👏🏻👏🏻 
The climax seems to be the currently rigged election lawsuit. 🙂
Though so much evidence coming out, the lame-stream media rarely deals with it.  ..",0.34,0.1,Positive
" Lamestream media: this election went off without a hitch !

Reality:
Don't reset it

Nvm, delete the records 

Nvm nvm, we need to see the voting machines",0,0,Neutral
 I hate lamestream media,0.9,-0.8,Negative
   (2) The very phrase “lamestream media” reveals that you’re the one not thinking for yourself. You’re just *regurgitating* rightwing sound bites. Thanks for confirming that MAGA is incapable of rational thought. Bye bye. 👋,0.3,0.266666667,Positive
"   You regurgitate only what the lamestream media has to say, try thinking for yourself. Just because your news and journalists don’t want to investigate something doesn’t mean it isn’t happening or isn’t true",0.779166667,0.0125,Positive
"Lamestream media and many others want  out so bad that they will do ""anything"" but TRUMPWILLTRIUMPH - God is in full control. ",0.572222222,0.05,Positive
"        I love OANN, Newsmax, Fox News (only Tucker and Hannity), Breitbart and Parler. Everything else is just fake news Lamestream media. 🤣💙🤣😂🤣🖕🏻",0.866666667,0,Neutral
 Such tabloid. The lamestream media in America is laughing stock of the world.,0.5,0,Neutral
 I also have a signed affidavit from that same woman claiming she saw Chuck Schumer serving beef arepa's to Arizona poll workers off of Hugo Chavez' corpse...how is the lamestream media not reporting this!!!,0.125,0,Neutral
"And we need to find out who are behind.

I have some ideas to consider from Spanish experience.
",0.35,-0.2,Negative
" Hitler had his ministry of propaganda, the Dems have CNN, MSNBC and the rest of the fake news lamestream media apparatus.  They are the same team.  Just like Hitler had Brownshirts, the Dems have Antifa (formerly the KKK) to loot, burn and intimidate. They are one and the same!",0.27,-0.12,Negative
" Lamestream media isn't covering this story, massive fraud! The worst ever!",1,-0.5,Negative
 I know that from the beginning. I don’t see anyone who believe in the  Chinese report. We have to doubt it first. Only people who believe and watch CNN or other lamestream media don’t doubt any of report from CCP.,0.427083333,0.03125,Positive
"   2/2 Against russia.  Your Hatred for the arrogant man has overridden your love for your country.  Sad sad deal heres a little facts for you that the lamestream media wont share. Im sure you wont look though.  Feelings over facts with libs.
",0.797777778,-0.0375,Negative
" 🇺🇸 Since we no longer belong to the WHO, our “lamestream” media has to do for us what our failed political system is incapable of doing... 

So yes, “exclusive” because you asshats can’t do anything “mutual.”

I don’t see why any GOP incumbent should ever be re-elected.",0.2,-0.25,Negative
"  Aw dang! I've been trapped in my coastal elite liberal Soros-funded lamestream media bubble, I thought we wuz gettin free health care and taco trucks n shit",0.533333333,0,Neutral
"   
STOP DECIDING WHAT IS FAKE NEWS, WHEN MAINSTREAM MEDIA HAS DECLARED EX-VICE PRESIDENT BIDEN AS PRESIDENT ELECT! IT IS NOT LAMESTREAMS MEDIA JOB OR RESPONSIBLE TO APPOINT THAT TITLE! LAMESTREAM MEDIA DECLARING  EX-VICE PRESIDENT BIDEN IS FAKE NEWS!!!! GOT THAT???",0.8625,-0.0625,Negative
Lamestream media can't handle the truth,0,0,Neutral
"   Don’t  be ridiculous 
DJT is still working hard to protect the US.  Seems to me you are still completely unaware &amp; listening to lamestream media.  God open your eyes.",0.635416667,-0.15625,Negative
"When we said ""think for yourself,"" we meant ""learn critical thinking, so you can interrogate your beliefs and reach the truth."" We didn't mean ""anyone who ever suggests you're wrong is lamestream media controlled by Jews, and your worst impulses are indisputably correct.""",0.846875,-0.453125,Negative
Hey lamestream media why didn't yall talk about the Arizona hearing!?   ,0,0,Neutral
"    It's interesting that lamestream media is trying to fool The People, but inadvertently, they are fooling the global elites watching their reports and showing their cards early.  So many times YAH turns enemies against themselves.  ""Touch not Mine anointed.""",0.325,0.275,Positive
" How about this everybody stop watching the lamestream media and listening to these hypocritical elected officials and go outside, open your businesses, see your family ect. You have a 99.6% chance of survival if you catch the flu ""covid"". We have the 2nd amendment for a reason.",0.183333333,0,Neutral
"   Good question, Fox is turning into another lamestream media outlet. Watch One America News.  Also, Lou Dobbs is terrific on Fox Business.",0.8,0.35,Positive
"Anung katangahan to NasaanAngTatayMoFrank 🤣
Kung si Mocha Uson to magwawala n nmn mga henyo sa twitter like Karen Davila Nikko?? OgieD etc. pati lamestream media gagawing news to 🙄
Right   ",0.535714286,0.285714286,Positive
" Me to and it's really disturbing the way the left, the lamestream media and big tech treat the sitting President of the United States!!! I know he's a fighter and loves to win so I'm not counting him out, so just Pray for him and the strength to continue the fight till the end!!!",0.325,0.125,Positive
" Lamestream media will focus on the prime time games, but Dantabase aficionados know the real Tues CBB action is:

Davidson vs Providence
USC vs BYU
don't sleep on Western Kentucky at Louisville
Texas vs Indiana = elite game at a miserable 1:30 PM weekday time slot",0.36,-0.22,Negative
 You are a critical thinker so you can tell that Trumpism is materially different. But his greatest success was in convincing the GOP following that he was just another conservative being falsely accused of bad things by the lamestream media.,0.595833333,0.0875,Positive
"    I know you're just going to say it's fake news, Lamestream media...you only believe the words of your dear leader. God Emperor Trump.",1,-0.25,Negative
" Has  won?
Of course,  won landslide.
You LAMESTREAM MEDIA outfits are pronouncing/projecting Biden as winner.
You know he lost woefully.
MAGA
KAG2020
TRUMP2020",0,0,Neutral
"   Main stream media has already debunked this ""theory"" of voters outside of the country. Those votes are from military service members who are stationed at US bases around the world. You will know this if you can get your head out of your ass and accept reality and truth LAMESTREAM",0.161111111,0.022222222,Positive
  The lamestream media will never tell this story!,0,0,Neutral
"  It wasn’t from Trump , cause he heard the people that were actually there ... were you there? Cause after you vote they stayed and watched the lamestream Media who arent interested in this at all",0.3,0.125,Positive
"   Overwhelmingly evidence of massive fraud. It cant stand.

Super wealthy owners of lamestream and social media, are trying to destroy the working class. They want to erase our borders and make us all poor. They want us begging with our hands out.

The super wealthy must be fought!",0.666666667,0.191666667,Positive
 The FAKE NEWS LAMESTREAM MEDIA,1,-0.5,Negative
" The Deep State, Fake News, Lamestream Media National Review?",0.7,-0.25,Negative
    FACT CHECKERS DISPUTE LAMESTREAM MEDIA ,0,0,Neutral
 So now CNN is trustworthy? Not fake news? Not lamestream media?,1,0.25,Positive
"Told you. Lamestream media can criticize Trump all day but your not allowed to criticize  Obama or Biden. Such a joke.

MSNBC viewers lash out at Andrea Mitchell and demand she retire over comments​ critical of Joe Biden ",0.65,0,Neutral
"I’m just so sick of the LAMEstream media not reporting about Biden’s corruption, for instance, Hunter Biden’s laptop revealed that he was administered the Gom Jabbar even though as a boy child he didn’t qualify",0.857142857,-0.714285714,Negative
"One VERY good ""lamestream"" media person: , toiling for NY's unemployed who can't get their benefits. Some are starving. Bless her. unemploymentbenefits NewYork COVID GovernmentShutdown  ",0.78,0.91,Positive
"Democrats — you preach ‘voter suppression, voter suppression!’ yet you and your lamestream media lapdogs won’t even TOUCH hours upon hours of election fraud hearings ... YOU are projecting. YOU are suppressing OUR voices! ",0,0,Neutral
 Perhaps you were too damn busy contriving your “Blame Trump” narrative to notice.  Imagine that - the “DNC Marketing division” decides NOW “let’s try doing journalism” - The Left’s co-opting of the entire narrative &amp; protection of Joe is reprehensible. “LameStream Media” fits.,0.308333333,0.033333333,Positive
